granule_id,product_id,datatake_identifier,mgrs_tile,sensing_time,geometric_quality_flag,generation_time,north_lat,south_lat,west_lon,east_lon,base_url,total_size,cloud_cover
L1C_T53HPA_A022407_20191007T004708,S2A_MSIL1C_20191007T004711_N0208_R102_T53HPA_20191007T021913,GS2A_20191007T004711_022407_N02.08,53HPA,2019-10-07 00:57:07.742000+00:00,,2019-10-07T02:19:13.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191007T004711_N0208_R102_T53HPA_20191007T021913.SAFE,758511199,66.8818
L1C_T53HPA_A013570_20191012T005301,S2B_MSIL1C_20191012T004709_N0208_R102_T53HPA_20191012T021053,GS2B_20191012T004709_013570_N02.08,53HPA,2019-10-12 00:57:06.510000+00:00,,2019-10-12T02:10:53.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191012T004709_N0208_R102_T53HPA_20191012T021053.SAFE,716511999,5.1521
L1C_T53HPA_A022550_20191017T004709,S2A_MSIL1C_20191017T004711_N0208_R102_T53HPA_20191017T021817,GS2A_20191017T004711_022550_N02.08,53HPA,2019-10-17 00:57:08.513000+00:00,,2019-10-17T02:18:17.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191017T004711_N0208_R102_T53HPA_20191017T021817.SAFE,833712802,38.494
L1C_T53HPA_A013713_20191022T005326,S2B_MSIL1C_20191022T004709_N0208_R102_T53HPA_20191022T020957,GS2B_20191022T004709_013713_N02.08,53HPA,2019-10-22 00:57:06.508000+00:00,,2019-10-22T02:09:57.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191022T004709_N0208_R102_T53HPA_20191022T020957.SAFE,605637875,0.0
L1C_T53HPA_A022693_20191027T004709,S2A_MSIL1C_20191027T004711_N0208_R102_T53HPA_20191027T021855,GS2A_20191027T004711_022693_N02.08,53HPA,2019-10-27 00:57:08.679000+00:00,,2019-10-27T02:18:55.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191027T004711_N0208_R102_T53HPA_20191027T021855.SAFE,800627401,26.7869
L1C_T53HPA_A022836_20191106T004843,S2A_MSIL1C_20191106T004711_N0208_R102_T53HPA_20191106T035323,GS2A_20191106T004711_022836_N02.08,53HPA,2019-11-06 00:57:08.215000+00:00,,2019-11-06T03:53:23.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191106T004711_N0208_R102_T53HPA_20191106T035323.SAFE,812707504,28.1647
L1C_T53HPA_A013999_20191111T005526,S2B_MSIL1C_20191111T004709_N0208_R102_T53HPA_20191111T020553,GS2B_20191111T004709_013999_N02.08,53HPA,2019-11-11 00:57:04.712000+00:00,,2019-11-11T02:05:53.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191111T004709_N0208_R102_T53HPA_20191111T020553.SAFE,722452054,46.5976
L1C_T53HPA_A022979_20191116T004708,S2A_MSIL1C_20191116T004711_N0208_R102_T53HPA_20191116T021550,GS2A_20191116T004711_022979_N02.08,53HPA,2019-11-16 00:57:07.151000+00:00,,2019-11-16T02:15:50.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191116T004711_N0208_R102_T53HPA_20191116T021550.SAFE,805374369,57.7984
L1C_T53HPA_A014142_20191121T005611,S2B_MSIL1C_20191121T004709_N0208_R102_T53HPA_20191121T020538,GS2B_20191121T004709_014142_N02.08,53HPA,2019-11-21 00:57:02.847000+00:00,,2019-11-21T02:05:38.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191121T004709_N0208_R102_T53HPA_20191121T020538.SAFE,802514071,4.6686
L1C_T53HPA_A023122_20191126T004706,S2A_MSIL1C_20191126T004711_N0208_R102_T53HPA_20191126T021437,GS2A_20191126T004711_023122_N02.08,53HPA,2019-11-26 00:57:05.428000+00:00,,2019-11-26T02:14:37.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191126T004711_N0208_R102_T53HPA_20191126T021437.SAFE,813877617,19.4438
L1C_T53HPA_A014285_20191201T005642,S2B_MSIL1C_20191201T004659_N0208_R102_T53HPA_20191201T020337,GS2B_20191201T004659_014285_N02.08,53HPA,2019-12-01 00:57:00.371000+00:00,,2019-12-01T02:03:37.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191201T004659_N0208_R102_T53HPA_20191201T020337.SAFE,766103359,54.6215
L1C_T53HPA_A023265_20191206T004704,S2A_MSIL1C_20191206T004701_N0208_R102_T53HPA_20191206T021424,GS2A_20191206T004701_023265_N02.08,53HPA,2019-12-06 00:57:03.039000+00:00,,2019-12-06T02:14:24.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191206T004701_N0208_R102_T53HPA_20191206T021424.SAFE,802544439,25.2203
L1C_T53HPA_A014428_20191211T004700,S2B_MSIL1C_20191211T004659_N0208_R102_T53HPA_20191211T020546,GS2B_20191211T004659_014428_N02.08,53HPA,2019-12-11 00:56:59.661000+00:00,,2019-12-11T02:05:46.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191211T004659_N0208_R102_T53HPA_20191211T020546.SAFE,764494323,59.4405
L1C_T53HPA_A023408_20191216T004701,S2A_MSIL1C_20191216T004701_N0208_R102_T53HPA_20191216T020938,GS2A_20191216T004701_023408_N02.08,53HPA,2019-12-16 00:57:00.095000+00:00,,2019-12-16T02:09:38.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191216T004701_N0208_R102_T53HPA_20191216T020938.SAFE,660238021,0.0
L1C_T53HPA_A014571_20191221T004701,S2B_MSIL1C_20191221T004659_N0208_R102_T53HPA_20191221T020659,GS2B_20191221T004659_014571_N02.08,53HPA,2019-12-21 00:57:00.306000+00:00,,2019-12-21T02:06:59.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191221T004659_N0208_R102_T53HPA_20191221T020659.SAFE,738447384,54.242
L1C_T53HPA_A023551_20191226T004700,S2A_MSIL1C_20191226T004701_N0208_R102_T53HPA_20191226T021317,GS2A_20191226T004701_023551_N02.08,53HPA,2019-12-26 00:56:59.837000+00:00,,2019-12-26T02:13:17.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20191226T004701_N0208_R102_T53HPA_20191226T021317.SAFE,788594777,12.3171
L1C_T53HPA_A014714_20191231T004701,S2B_MSIL1C_20191231T004659_N0208_R102_T53HPA_20191231T020446,GS2B_20191231T004659_014714_N02.08,53HPA,2019-12-31 00:57:00.456000+00:00,,2019-12-31T02:04:46.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2B_MSIL1C_20191231T004659_N0208_R102_T53HPA_20191231T020446.SAFE,784202734,0.5556
L1C_T53HPA_A023694_20200105T004700,S2A_MSIL1C_20200105T004701_N0208_R102_T53HPA_20200105T021459,GS2A_20200105T004701_023694_N02.08,53HPA,2020-01-05 00:56:59.851000+00:00,,2020-01-05T02:14:59.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20200105T004701_N0208_R102_T53HPA_20200105T021459.SAFE,715077841,61.2913
L1C_T53HPA_A023837_20200115T004700,S2A_MSIL1C_20200115T004701_N0208_R102_T53HPA_20200115T021925,GS2A_20200115T004701_023837_N02.08,53HPA,2020-01-15 00:56:59.493000+00:00,,2020-01-15T02:19:25.000000Z,-35.2210369081,-36.2278069998,136.098930559,137.33371039,gs://gcp-public-data-sentinel-2/tiles/53/H/PA/S2A_MSIL1C_20200115T004701_N0208_R102_T53HPA_20200115T021925.SAFE,749800878,7.8606
